-250001.00000	-320000.00000	-135000.00000
-250001.00000	-285793.59394	-135000.00000
-250001.00000	-280616.42432	-135000.00000
-250001.00000	-275439.16326	-135000.00000
-250001.00000	-270261.81290	-135000.00000
-250001.00000	-265084.37747	-135000.00000
-250001.00000	-259906.85903	-135000.00000
-250001.00000	-254729.26076	-135000.00000
-250001.00000	-249551.58322	-135000.00000
-250001.00000	-244373.83157	-135000.00000
-250001.00000	-239196.00730	-135000.00000
-250001.00000	-234358.99698	-135000.00000
-250001.00000	-229522.14081	-135000.00000
-250001.00000	-224685.43921	-135000.00000
-250001.00000	-219848.89480	-135000.00000
-250001.00000	-215012.50970	-135000.00000
-250001.00000	-210176.28455	-135000.00000
-250001.00000	-205340.22168	-135000.00000
-250001.00000	-200504.32335	-135000.00000
-250001.00000	-195668.59013	-135000.00000
-250001.00000	-190631.34011	-135000.00000
-250001.00000	-185593.68845	-135000.00000
-250001.00000	-180555.64046	-135000.00000
-250001.00000	-175517.19585	-135000.00000
-250001.00000	-170478.35964	-135000.00000
-250001.00000	-165439.13184	-135000.00000
-250001.00000	-160399.51739	-135000.00000
-250001.00000	-155359.51609	-135000.00000
-250001.00000	-150319.13217	-135000.00000
-250001.00000	-145278.36768	-135000.00000
-250001.00000	-140523.23912	-135000.00000
-250001.00000	-135768.08836	-135000.00000
-250001.00000	-131012.91440	-135000.00000
-250001.00000	-126257.72079	-135000.00000
-250001.00000	-121502.50766	-135000.00000
-250001.00000	-115524.80972	-135000.00000
-250001.00000	-109546.75610	-135000.00000
-250001.00000	-103568.35084	-135000.00000
-250001.00000	-97589.597970	-135000.00000
-250001.00000	-91913.916790	-135000.00000
-250001.00000	-86237.139950	-135000.00000
-250001.00000	-80559.272250	-135000.00000
-250001.00000	-74880.317240	-135000.00000
-250001.00000	-69200.278510	-135000.00000
-250001.00000	-63389.082370	-135000.00000
-250001.00000	-57576.155580	-135000.00000
-250001.00000	-51761.502390	-135000.00000
-250001.00000	-45945.129240	-135000.00000
-250001.00000	-40127.037960	-135000.00000
-250001.00000	-35238.698400	-135000.00000
-250001.00000	-30349.153150	-135000.00000
-250001.00000	-25458.403280	-135000.00000
-250001.00000	-20566.453872	-135000.00000
-250001.00000	-15673.305210	-135000.00000
-250001.00000	-10778.961184	-135000.00000
-250001.00000	-5883.4234920	-135000.00000
-250001.00000	23.046240000	-135000.00000
-250001.00000	5931.4618580	-135000.00000
-250001.00000	11841.819263	-135000.00000
-250001.00000	17296.696380	-135000.00000
-250001.00000	22753.100565	-135000.00000
-250001.00000	28211.029626	-135000.00000
-250001.00000	33670.478895	-135000.00000
-250001.00000	38564.342654	-135000.00000
-250001.00000	43459.346269	-135000.00000
-250001.00000	48355.487123	-135000.00000
-250001.00000	53252.763662	-135000.00000
-250001.00000	58151.173764	-135000.00000
-250001.00000	63050.715166	-135000.00000
-250001.00000	67951.386100	-135000.00000
-250001.00000	72853.184728	-135000.00000
-250001.00000	77756.108858	-135000.00000
-250001.00000	82982.378070	-135000.00000
-250001.00000	88210.129307	-135000.00000
-250001.00000	93439.360589	-135000.00000
-250001.00000	98670.072129	-135000.00000
-250001.00000	103902.26046	-135000.00000
-250001.00000	109135.92474	-135000.00000
-250001.00000	114371.06298	-135000.00000
-250001.00000	119607.67504	-135000.00000
-250001.00000	124572.58733	-135000.00000
-250001.00000	129538.72207	-135000.00000
-250001.00000	134506.07629	-135000.00000
-250001.00000	139474.64984	-135000.00000
-250001.00000	144444.44088	-135000.00000
-250001.00000	149415.44681	-135000.00000
-250001.00000	154387.66769	-135000.00000
-250001.00000	159361.10083	-135000.00000
-250001.00000	164335.74567	-135000.00000
-250001.00000	169311.60122	-135000.00000
-250001.00000	174288.66521	-135000.00000
-250001.00000	179816.17365	-135000.00000
-250001.00000	185345.22139	-135000.00000
-250001.00000	190875.80581	-135000.00000
-250001.00000	196407.92678	-135000.00000
-250001.00000	201941.58160	-135000.00000
-250001.00000	207476.76964	-135000.00000
-250001.00000	213013.49041	-135000.00000
-250001.00000	218551.74128	-135000.00000
-250001.00000	223560.71941	-135000.00000
-250001.00000	228570.99932	-135000.00000
-250001.00000	233582.58250	-135000.00000
-250001.00000	238595.46612	-135000.00000
-250001.00000	243609.65251	-135000.00000
-250001.00000	248625.13913	-135000.00000
-250001.00000	253641.92739	-135000.00000
-250001.00000	258660.01539	-135000.00000
-250001.00000	263679.40347	-135000.00000
-250001.00000	268700.09249	-135000.00000
-250001.00000	274584.03528	-135000.00000
-250001.00000	280469.57621	-135000.00000
